Date,Value
2019-05-30,3.0
2019-05-31,4.0
2019-06-03,5.0
2019-06-04,6.0
2019-06-05,7.0
2019-06-06,8.0
2019-06-21,-9.0
2019-06-24,-8.0
2019-06-25,-7.0
2019-06-26,-6.0
2019-06-27,-5.0
2019-06-28,-4.0
2019-07-01,-3.0
2019-07-02,-2.0
2019-07-03,-1.0
2019-07-05,1.0
2019-07-08,2.0
2019-07-09,3.0
2019-07-10,4.0
2019-07-11,5.0
2019-07-12,6.0
2019-07-15,7.0
2019-07-16,8.0
2019-08-20,-9.0
2019-08-21,-8.0
2019-08-22,-7.0
2019-08-23,-6.0
2019-08-26,-5.0
2019-08-27,-4.0
2019-08-28,-3.0
2019-08-29,-2.0
2019-08-30,-1.0
2019-09-03,1.0
2019-09-04,2.0
2019-09-05,3.0
2019-09-06,4.0
2019-09-09,5.0
2019-09-10,6.0
2019-09-11,7.0
2019-09-12,8.0
2019-11-15,-9.0
2019-11-18,-8.0
2019-11-19,-7.0
2019-11-20,-6.0
2019-11-21,-5.0
2019-11-22,-4.0
2019-11-25,-3.0
2019-11-26,-2.0
2019-11-27,-1.0
2019-11-29,1.0
2019-12-02,2.0
2019-12-03,3.0
2019-12-04,4.0
2019-12-05,5.0
2019-12-06,6.0
2019-12-09,7.0
2019-12-10,8.0
2019-12-12,-9.0
2019-12-13,-8.0
2019-12-16,-7.0
2019-12-17,-6.0
2019-12-18,-5.0
2019-12-19,-9.0
2019-12-20,-8.0
2019-12-23,-7.0
2019-12-24,-6.0
2019-12-26,-4.0
2019-12-27,-3.0
2019-12-30,-2.0
2019-12-31,-1.0
2020-01-02,1.0
2020-01-03,2.0
2020-01-06,3.0
2020-01-07,4.0
2020-01-08,5.0
2020-01-09,6.0
2020-01-10,7.0
2020-01-13,8.0
2020-02-04,-9.0
2020-02-05,-8.0
2020-02-06,-7.0
2020-02-07,-6.0
2020-02-10,-5.0
2020-02-11,-4.0
2020-02-12,-3.0
2020-02-13,-2.0
2020-02-14,-1.0
2020-02-18,1.0
2020-02-19,2.0
2020-02-20,3.0
2020-02-21,4.0
2020-02-24,5.0
2020-02-25,6.0
2020-02-26,7.0
2020-02-27,8.0
2020-05-12,-9.0
2020-05-13,-8.0
2020-05-14,-7.0
2020-05-15,-6.0
2020-05-18,-5.0
2020-05-19,-4.0
2020-05-20,-3.0
2020-05-21,-2.0
2020-05-22,-1.0
2020-05-26,1.0
2020-05-27,2.0
2020-05-28,3.0
2020-05-29,4.0
2020-06-01,5.0
2020-06-02,6.0
2020-06-03,7.0
2020-06-04,8.0
2020-06-22,-9.0
2020-06-23,-8.0
2020-06-24,-7.0
2020-06-25,-6.0
2020-06-26,-5.0
2020-06-29,-4.0
2020-06-30,-3.0
2020-07-01,-2.0
2020-07-02,-1.0
2020-07-06,1.0
2020-07-07,2.0
2020-07-08,3.0
2020-07-09,4.0
2020-07-10,5.0
2020-07-13,6.0
2020-07-14,7.0
2020-07-15,8.0
2020-08-25,-9.0
2020-08-26,-8.0
2020-08-27,-7.0
2020-08-28,-6.0
2020-08-31,-5.0
2020-09-01,-4.0
2020-09-02,-3.0
2020-09-03,-2.0
2020-09-04,-1.0
2020-09-08,1.0
2020-09-09,2.0
2020-09-10,3.0
2020-09-11,4.0
2020-09-14,5.0
2020-09-15,6.0
2020-09-16,7.0
2020-09-17,8.0
2020-11-13,-9.0
2020-11-16,-8.0
2020-11-17,-7.0
2020-11-18,-6.0
2020-11-19,-5.0
2020-11-20,-4.0
2020-11-23,-3.0
2020-11-24,-2.0
2020-11-25,-1.0
2020-11-27,1.0
2020-11-30,2.0
2020-12-01,3.0
2020-12-02,4.0
2020-12-03,5.0
2020-12-04,6.0
2020-12-07,7.0
2020-12-08,8.0
2020-12-14,-9.0
2020-12-15,-8.0
2020-12-16,-7.0
2020-12-17,-6.0
2020-12-18,-5.0
2020-12-21,-9.0
2020-12-22,-8.0
2020-12-23,-7.0
2020-12-24,-6.0
2020-12-28,-4.0
2020-12-29,-3.0
2020-12-30,-2.0
2020-12-31,-1.0
2021-01-04,1.0
2021-01-05,2.0
2021-01-06,3.0
2021-01-07,4.0
2021-01-08,5.0
2021-01-11,6.0
2021-01-12,7.0
2021-01-13,8.0
2021-02-02,-9.0
2021-02-03,-8.0
2021-02-04,-7.0
2021-02-05,-6.0
2021-02-08,-5.0
2021-02-09,-4.0
2021-02-10,-3.0
2021-02-11,-2.0
2021-02-12,-1.0
2021-02-16,1.0
2021-02-17,2.0
2021-02-18,3.0
2021-02-19,4.0
2021-02-22,5.0
2021-02-23,6.0
2021-02-24,7.0
2021-02-25,8.0
2021-05-18,-9.0
2021-05-19,-8.0
2021-05-20,-7.0
2021-05-21,-6.0
2021-05-24,-5.0
2021-05-25,-4.0
2021-05-26,-3.0
2021-05-27,-2.0
2021-05-28,-1.0
2021-06-01,1.0
2021-06-02,2.0
2021-06-03,3.0
2021-06-04,4.0
2021-06-07,5.0
2021-06-08,-9.0
2021-06-09,-8.0
2021-06-10,-7.0
2021-06-11,-6.0
2021-06-14,-5.0
2021-06-15,-4.0
2021-06-16,-3.0
2021-06-17,-2.0
2021-06-18,-1.0
2021-06-21,1.0
2021-06-22,-9.0
2021-06-23,-8.0
2021-06-24,-7.0
2021-06-25,-6.0
2021-06-28,-5.0
2021-06-29,-4.0
2021-06-30,-3.0
2021-07-01,-2.0
2021-07-02,-1.0
2021-07-06,1.0
2021-07-07,2.0
2021-07-08,3.0
2021-07-09,4.0
2021-07-12,5.0
2021-07-13,6.0
2021-07-14,7.0
2021-07-15,8.0
2021-08-24,-9.0
2021-08-25,-8.0
2021-08-26,-7.0
2021-08-27,-6.0
2021-08-30,-5.0
2021-08-31,-4.0
2021-09-01,-3.0
2021-09-02,-2.0
2021-09-03,-1.0
2021-09-07,1.0
2021-09-08,2.0
2021-09-09,3.0
2021-09-10,4.0
2021-09-13,5.0
2021-09-14,6.0
2021-09-15,7.0
2021-09-16,8.0
2021-11-12,-9.0
2021-11-15,-8.0
2021-11-16,-7.0
2021-11-17,-6.0
2021-11-18,-5.0
2021-11-19,-4.0
2021-11-22,-3.0
2021-11-23,-2.0
2021-11-24,-1.0
2021-11-26,1.0
2021-11-29,2.0
2021-11-30,3.0
2021-12-01,4.0
2021-12-02,5.0
2021-12-03,6.0
2021-12-06,7.0
2021-12-07,8.0
2021-12-13,-9.0
2021-12-14,-8.0
2021-12-15,-7.0
2021-12-16,-6.0
2021-12-17,-5.0
2021-12-20,-4.0
2021-12-21,-9.0
2021-12-22,-8.0
2021-12-23,-7.0
2021-12-27,-5.0
2021-12-28,-4.0
2021-12-29,-3.0
2021-12-30,-2.0
2021-12-31,-1.0
2022-01-03,1.0
2022-01-04,2.0
2022-01-05,3.0
2022-01-06,4.0
2022-01-07,5.0
2022-01-10,6.0
2022-01-11,7.0
2022-01-12,8.0
2022-02-08,-9.0
2022-02-09,-8.0
2022-02-10,-7.0
2022-02-11,-6.0
2022-02-14,-5.0
2022-02-15,-4.0
2022-02-16,-3.0
2022-02-17,-2.0
2022-02-18,-1.0
2022-02-22,1.0
2022-02-23,2.0
2022-02-24,3.0
2022-02-25,4.0
2022-02-28,5.0
2022-03-01,6.0
2022-03-02,7.0
2022-03-03,8.0
2022-05-17,-9.0
2022-05-18,-8.0
2022-05-19,-7.0
2022-05-20,-6.0
2022-05-23,-5.0
2022-05-24,-4.0
2022-05-25,-3.0
2022-05-26,-2.0
2022-05-27,-1.0
2022-05-31,1.0
2022-06-01,2.0
2022-06-02,3.0
2022-06-03,4.0
2022-06-06,5.0
2022-06-07,-9.0
2022-06-08,-8.0
2022-06-09,-7.0
2022-06-10,-6.0
2022-06-13,-5.0
2022-06-14,-4.0
2022-06-15,-3.0
2022-06-16,-2.0
2022-06-17,-1.0
2022-06-21,-9.0
2022-06-22,-8.0
2022-06-23,-7.0
2022-06-24,-6.0
2022-06-27,-5.0
2022-06-28,-4.0
2022-06-29,-3.0
2022-06-30,-2.0
2022-07-01,-1.0
2022-07-05,1.0
2022-07-06,2.0
2022-07-07,3.0
2022-07-08,4.0
2022-07-11,5.0
2022-07-12,6.0
2022-07-13,7.0
2022-07-14,8.0
2022-08-23,-9.0
2022-08-24,-8.0
2022-08-25,-7.0
2022-08-26,-6.0
2022-08-29,-5.0
2022-08-30,-4.0
2022-08-31,-3.0
2022-09-01,-2.0
2022-09-02,-1.0
2022-09-06,1.0
2022-09-07,2.0
2022-09-08,3.0
2022-09-09,4.0
2022-09-12,5.0
2022-09-13,6.0
2022-09-14,7.0
2022-09-15,8.0
2022-11-11,-9.0
2022-11-14,-8.0
2022-11-15,-7.0
2022-11-16,-6.0
2022-11-17,-5.0
2022-11-18,-4.0
2022-11-21,-3.0
2022-11-22,-2.0
2022-11-23,-1.0
2022-11-25,1.0
2022-11-28,2.0
2022-11-29,3.0
2022-11-30,4.0
2022-12-01,5.0
2022-12-02,6.0
2022-12-05,7.0
2022-12-06,8.0
2022-12-13,-9.0
2022-12-14,-8.0
2022-12-15,-7.0
2022-12-16,-6.0
2022-12-19,-5.0
2022-12-20,-9.0
2022-12-21,-8.0
2022-12-22,-7.0
2022-12-23,-6.0
2022-12-27,-4.0
2022-12-28,-3.0
2022-12-29,-2.0
2022-12-30,-1.0
2023-01-03,1.0
2023-01-04,2.0
2023-01-05,3.0
2023-01-06,4.0
2023-01-09,5.0
2023-01-10,6.0
2023-01-11,7.0
2023-01-12,8.0
2023-02-07,-9.0
2023-02-08,-8.0
2023-02-09,-7.0
2023-02-10,-6.0
2023-02-13,-5.0
2023-02-14,-4.0
2023-02-15,-3.0
2023-02-16,-2.0
2023-02-17,-1.0
2023-02-21,1.0
2023-02-22,2.0
2023-02-23,3.0
2023-02-24,4.0
2023-02-27,5.0
2023-02-28,6.0
2023-03-01,7.0
2023-03-02,8.0
2023-05-16,-9.0
2023-05-17,-8.0
2023-05-18,-7.0
2023-05-19,-6.0
2023-05-22,-5.0
2023-05-23,-4.0
2023-05-24,-3.0
2023-05-25,-2.0
2023-05-26,-1.0
2023-05-30,1.0
2023-05-31,2.0
2023-06-01,3.0
2023-06-02,4.0
2023-06-05,5.0
2023-06-06,-9.0
2023-06-07,-8.0
2023-06-08,-7.0
2023-06-09,-6.0
2023-06-12,-5.0
2023-06-13,-4.0
2023-06-14,-3.0
2023-06-15,-2.0
2023-06-16,-1.0
2023-06-20,1.0
2023-06-21,-9.0
2023-06-22,-8.0
2023-06-23,-7.0
2023-06-26,-6.0
2023-06-27,-5.0
2023-06-28,-4.0
2023-06-29,-3.0
2023-06-30,-2.0
2023-07-03,-1.0
2023-07-05,1.0
2023-07-06,2.0
2023-07-07,3.0
2023-07-10,4.0
2023-07-11,5.0
2023-07-12,6.0
2023-07-13,7.0
2023-07-14,8.0
2023-08-22,-9.0
2023-08-23,-8.0
2023-08-24,-7.0
2023-08-25,-6.0
2023-08-28,-5.0
2023-08-29,-4.0
2023-08-30,-3.0
2023-08-31,-2.0
2023-09-01,-1.0
2023-09-05,1.0
2023-09-06,2.0
2023-09-07,3.0
2023-09-08,4.0
2023-09-11,5.0
2023-09-12,6.0
2023-09-13,7.0
2023-09-14,8.0
2023-11-10,-9.0
2023-11-13,-8.0
2023-11-14,-7.0
2023-11-15,-6.0
2023-11-16,-5.0
2023-11-17,-4.0
2023-11-20,-3.0
2023-11-21,-2.0
2023-11-22,-1.0
2023-11-24,1.0
2023-11-27,2.0
2023-11-28,3.0
2023-11-29,4.0
2023-11-30,5.0
2023-12-01,6.0
2023-12-04,7.0
2023-12-05,8.0
2023-12-12,-9.0
2023-12-13,-8.0
2023-12-14,-7.0
2023-12-15,-6.0
2023-12-18,-5.0
2023-12-19,-9.0
2023-12-20,-8.0
2023-12-21,-7.0
2023-12-22,-6.0
2023-12-26,-4.0
2023-12-27,-3.0
2023-12-28,-2.0
2023-12-29,-1.0
2024-01-02,1.0
2024-01-03,2.0
2024-01-04,3.0
2024-01-05,4.0
2024-01-08,5.0
2024-01-09,6.0
2024-01-10,7.0
2024-01-11,8.0
2024-02-06,-9.0
2024-02-07,-8.0
2024-02-08,-7.0
2024-02-09,-6.0
2024-02-12,-5.0
2024-02-13,-4.0
2024-02-14,-3.0
2024-02-15,-2.0
2024-02-16,-1.0
2024-02-20,1.0
2024-02-21,2.0
2024-02-22,3.0
2024-02-23,4.0
2024-02-26,5.0
2024-02-27,6.0
2024-02-28,7.0
2024-02-29,8.0
2024-05-14,-9.0
2024-05-15,-8.0
2024-05-16,-7.0
2024-05-17,-6.0
2024-05-20,-5.0
2024-05-21,-4.0
2024-05-22,-3.0
2024-05-23,-2.0
2024-05-24,-1.0
2024-05-28,1.0
2024-05-29,2.0
2024-05-30,3.0
2024-05-31,4.0
2024-06-03,5.0
2024-06-04,6.0
2024-06-05,7.0
2024-06-06,-9.0
2024-06-07,-8.0
2024-06-10,-7.0
2024-06-11,-6.0
2024-06-12,-5.0
2024-06-13,-4.0
2024-06-14,-3.0
2024-06-17,-2.0
2024-06-18,-1.0
2024-06-20,1.0
2024-06-21,-9.0
2024-06-24,-8.0
2024-06-25,-7.0
2024-06-26,-6.0
2024-06-27,-5.0
2024-06-28,-4.0
2024-07-01,-3.0
2024-07-02,-2.0
2024-07-03,-1.0
2024-07-05,1.0
2024-07-08,2.0
2024-07-09,3.0
2024-07-10,4.0
2024-07-11,5.0
2024-07-12,6.0
2024-07-15,7.0
2024-07-16,8.0
2024-08-20,-9.0
2024-08-21,-8.0
2024-08-22,-7.0
2024-08-23,-6.0
2024-08-26,-5.0
2024-08-27,-4.0
2024-08-28,-3.0
2024-08-29,-2.0
2024-08-30,-1.0
2024-09-03,1.0
2024-09-04,2.0
2024-09-05,3.0
2024-09-06,4.0
2024-09-09,5.0
2024-09-10,6.0
2024-09-11,7.0
2024-09-12,8.0
2024-10-22,-9.0
2024-10-23,-9.0
2024-10-24,-8.0
2024-10-25,-7.0
2024-10-28,-6.0
2024-10-29,-5.0
2024-10-30,-4.0
2024-10-31,-3.0
2024-11-01,-2.0
